"","SYMBOL","ENSEMBL","gene"
"TNNT1","TNNT1","ENSG00000105048","TNNT1"
"TNNT2","TNNT2","ENSG00000118194","TNNT2"
"TNNT3","TNNT3","ENSG00000130595","TNNT3"
"TNP1","TNP1","ENSG00000118245","TNP1"
"TNP2","TNP2","ENSG00000178279","TNP2"
"TNPO1","TNPO1","ENSG00000083312","TNPO1"
"TNPO2","TNPO2","ENSG00000105576","TNPO2"
"TNPO3","TNPO3","ENSG00000064419","TNPO3"
"TNR","TNR","ENSG00000116147","TNR"
"TNRC18","TNRC18","ENSG00000182095","TNRC18"
"TNRC6A","TNRC6A","ENSG00000090905","TNRC6A"
"TNRC6B","TNRC6B","ENSG00000100354","TNRC6B"
"TNRC6C","TNRC6C","ENSG00000078687","TNRC6C"
"TNS1","TNS1","ENSG00000079308","TNS1"
"TNS2","TNS2","ENSG00000111077","TNS2"
"TNS3","TNS3","ENSG00000136205","TNS3"
"TNS4","TNS4","ENSG00000131746","TNS4"
"TNXB","TNXB","ENSG00000168477","TNXB"
"TOB1","TOB1","ENSG00000141232","TOB1"
"TOB1-AS1","TOB1-AS1","ENSG00000229980","TOB1-AS1"
"TOB2","TOB2","ENSG00000183864","TOB2"
"TOE1","TOE1","ENSG00000132773","TOE1"
"TOGARAM1","TOGARAM1","ENSG00000198718","TOGARAM1"
"TOGARAM2","TOGARAM2","ENSG00000189350","TOGARAM2"
"TOLLIP","TOLLIP","ENSG00000078902","TOLLIP"
"TOLLIP-AS1","TOLLIP-AS1","ENSG00000255153","TOLLIP-AS1"
"TOM1","TOM1","ENSG00000100284","TOM1"
"TOM1L1","TOM1L1","ENSG00000141198","TOM1L1"
"TOM1L2","TOM1L2","ENSG00000175662","TOM1L2"
"TOMM20","TOMM20","ENSG00000173726","TOMM20"
"TOMM20L","TOMM20L","ENSG00000196860","TOMM20L"
"TOMM22","TOMM22","ENSG00000100216","TOMM22"
"TOMM34","TOMM34","ENSG00000025772","TOMM34"
"TOMM40","TOMM40","ENSG00000130204","TOMM40"
"TOMM40L","TOMM40L","ENSG00000158882","TOMM40L"
"TOMM5","TOMM5","ENSG00000175768","TOMM5"
"TOMM6","TOMM6","ENSG00000214736","TOMM6"
"TOMM7","TOMM7","ENSG00000196683","TOMM7"
"TOMM70","TOMM70","ENSG00000154174","TOMM70"
"TONSL","TONSL","ENSG00000160949","TONSL"
"TOP1","TOP1","ENSG00000198900","TOP1"
"TOP1MT","TOP1MT","ENSG00000184428","TOP1MT"
"TOP2A","TOP2A","ENSG00000131747","TOP2A"
"TOP2B","TOP2B","ENSG00000077097","TOP2B"
"TOP3A","TOP3A","ENSG00000177302","TOP3A"
"TOP3B","TOP3B","ENSG00000100038","TOP3B"
"TOPAZ1","TOPAZ1","ENSG00000173769","TOPAZ1"
"TOPBP1","TOPBP1","ENSG00000163781","TOPBP1"
"TOPORS","TOPORS","ENSG00000197579","TOPORS"
"TOR1A","TOR1A","ENSG00000136827","TOR1A"
"TOR1AIP1","TOR1AIP1","ENSG00000143337","TOR1AIP1"
"TOR1AIP2","TOR1AIP2","ENSG00000169905","TOR1AIP2"
"TOR1B","TOR1B","ENSG00000136816","TOR1B"
"TOR2A","TOR2A","ENSG00000160404","TOR2A"
"TOR3A","TOR3A","ENSG00000186283","TOR3A"
"TOR4A","TOR4A","ENSG00000198113","TOR4A"
"TOX","TOX","ENSG00000198846","TOX"
"TOX2","TOX2","ENSG00000124191","TOX2"
"TOX3","TOX3","ENSG00000103460","TOX3"
"TOX4","TOX4","ENSG00000092203","TOX4"
"TP53","TP53","ENSG00000141510","TP53"
"TP53AIP1","TP53AIP1","ENSG00000120471","TP53AIP1"
"TP53BP1","TP53BP1","ENSG00000067369","TP53BP1"
"TP53BP2","TP53BP2","ENSG00000143514","TP53BP2"
"TP53I11","TP53I11","ENSG00000175274","TP53I11"
"TP53I13","TP53I13","ENSG00000167543","TP53I13"
"TP53I3","TP53I3","ENSG00000115129","TP53I3"
"TP53INP1","TP53INP1","ENSG00000164938","TP53INP1"
"TP53INP2","TP53INP2","ENSG00000078804","TP53INP2"
"TP53RK","TP53RK","ENSG00000172315","TP53RK"
"TP53TG3","TP53TG3","ENSG00000183632","TP53TG3"
"TP53TG3B","TP53TG3B","ENSG00000261509","TP53TG3B"
"TP53TG3C","TP53TG3C","ENSG00000205457","TP53TG3C"
"TP53TG3D","TP53TG3D","ENSG00000205456","TP53TG3D"
"TP53TG3E","TP53TG3E","ENSG00000275034","TP53TG3E"
"TP53TG3F","TP53TG3F","ENSG00000278848","TP53TG3F"
"TP53TG5","TP53TG5","ENSG00000124251","TP53TG5"
"TP63","TP63","ENSG00000073282","TP63"
"TP73","TP73","ENSG00000078900","TP73"
"TPBG","TPBG","ENSG00000146242","TPBG"
"TPBGL","TPBGL","ENSG00000261594","TPBGL"
"TPCN1","TPCN1","ENSG00000186815","TPCN1"
"TPCN2","TPCN2","ENSG00000162341","TPCN2"
"TPD52","TPD52","ENSG00000076554","TPD52"
"TPD52L1","TPD52L1","ENSG00000111907","TPD52L1"
"TPD52L2","TPD52L2","ENSG00000101150","TPD52L2"
"TPD52L3","TPD52L3","ENSG00000170777","TPD52L3"
"TPGS1","TPGS1","ENSG00000141933","TPGS1"
"TPGS2","TPGS2","ENSG00000134779","TPGS2"
"TPH1","TPH1","ENSG00000129167","TPH1"
"TPH2","TPH2","ENSG00000139287","TPH2"
"TPI1","TPI1","ENSG00000111669","TPI1"
"TPK1","TPK1","ENSG00000196511","TPK1"
"TPM1","TPM1","ENSG00000140416","TPM1"
"TPM2","TPM2","ENSG00000198467","TPM2"
"TPM3","TPM3","ENSG00000143549","TPM3"
"TPM4","TPM4","ENSG00000167460","TPM4"
"TPMT","TPMT","ENSG00000137364","TPMT"
"TPO","TPO","ENSG00000115705","TPO"
"TPP1","TPP1","ENSG00000166340","TPP1"
"TPP2","TPP2","ENSG00000134900","TPP2"
"TPPP","TPPP","ENSG00000171368","TPPP"
"TPPP2","TPPP2","ENSG00000179636","TPPP2"
"TPPP3","TPPP3","ENSG00000159713","TPPP3"
"TPR","TPR","ENSG00000047410","TPR"
"TPRA1","TPRA1","ENSG00000163870","TPRA1"
"TPRG1","TPRG1","ENSG00000188001","TPRG1"
"TPRG1-AS1","TPRG1-AS1","ENSG00000234076","TPRG1-AS1"
"TPRG1-AS2","TPRG1-AS2","ENSG00000230115","TPRG1-AS2"
"TPRG1L","TPRG1L","ENSG00000158109","TPRG1L"
"TPRKB","TPRKB","ENSG00000144034","TPRKB"
"TPRN","TPRN","ENSG00000176058","TPRN"
"TPRX1","TPRX1","ENSG00000178928","TPRX1"
"TPSAB1","TPSAB1","ENSG00000172236","TPSAB1"
"TPSB2","TPSB2","ENSG00000197253","TPSB2"
"TPSD1","TPSD1","ENSG00000095917","TPSD1"
"TPSG1","TPSG1","ENSG00000116176","TPSG1"
"TPST1","TPST1","ENSG00000169902","TPST1"
"TPST2","TPST2","ENSG00000128294","TPST2"
"TPT1","TPT1","ENSG00000133112","TPT1"
"TPTE","TPTE","ENSG00000274391","TPTE"
"TPTE2","TPTE2","ENSG00000132958","TPTE2"
"TPX2","TPX2","ENSG00000088325","TPX2"
"TRA2A","TRA2A","ENSG00000164548","TRA2A"
"TRA2B","TRA2B","ENSG00000136527","TRA2B"
"TRABD","TRABD","ENSG00000170638","TRABD"
"TRABD2A","TRABD2A","ENSG00000186854","TRABD2A"
"TRABD2B","TRABD2B","ENSG00000269113","TRABD2B"
"TRAC","TRAC","ENSG00000277734","TRAC"
"TRADD","TRADD","ENSG00000102871","TRADD"
"TRAF1","TRAF1","ENSG00000056558","TRAF1"
"TRAF2","TRAF2","ENSG00000127191","TRAF2"
"TRAF3","TRAF3","ENSG00000131323","TRAF3"
"TRAF3IP1","TRAF3IP1","ENSG00000204104","TRAF3IP1"
"TRAF3IP2","TRAF3IP2","ENSG00000056972","TRAF3IP2"
"TRAF3IP2-AS1","TRAF3IP2-AS1","ENSG00000231889","TRAF3IP2-AS1"
"TRAF3IP3","TRAF3IP3","ENSG00000009790","TRAF3IP3"
"TRAF4","TRAF4","ENSG00000076604","TRAF4"
"TRAF5","TRAF5","ENSG00000082512","TRAF5"
"TRAF6","TRAF6","ENSG00000175104","TRAF6"
"TRAF7","TRAF7","ENSG00000131653","TRAF7"
"TRAFD1","TRAFD1","ENSG00000135148","TRAFD1"
"TRAIP","TRAIP","ENSG00000183763","TRAIP"
"TRAJ1","TRAJ1","ENSG00000211888","TRAJ1"
"TRAJ10","TRAJ10","ENSG00000211879","TRAJ10"
"TRAJ11","TRAJ11","ENSG00000211878","TRAJ11"
"TRAJ12","TRAJ12","ENSG00000211877","TRAJ12"
"TRAJ13","TRAJ13","ENSG00000211876","TRAJ13"
"TRAJ14","TRAJ14","ENSG00000211875","TRAJ14"
"TRAJ16","TRAJ16","ENSG00000211873","TRAJ16"
"TRAJ17","TRAJ17","ENSG00000211872","TRAJ17"
"TRAJ18","TRAJ18","ENSG00000211871","TRAJ18"
"TRAJ19","TRAJ19","ENSG00000211870","TRAJ19"
"TRAJ2","TRAJ2","ENSG00000211887","TRAJ2"
"TRAJ20","TRAJ20","ENSG00000211869","TRAJ20"
"TRAJ21","TRAJ21","ENSG00000211868","TRAJ21"
"TRAJ22","TRAJ22","ENSG00000211867","TRAJ22"
"TRAJ23","TRAJ23","ENSG00000211866","TRAJ23"
"TRAJ24","TRAJ24","ENSG00000211865","TRAJ24"
"TRAJ25","TRAJ25","ENSG00000211864","TRAJ25"
"TRAJ26","TRAJ26","ENSG00000211863","TRAJ26"
"TRAJ27","TRAJ27","ENSG00000211862","TRAJ27"
"TRAJ28","TRAJ28","ENSG00000211861","TRAJ28"
"TRAJ29","TRAJ29","ENSG00000211860","TRAJ29"
"TRAJ3","TRAJ3","ENSG00000211886","TRAJ3"
"TRAJ30","TRAJ30","ENSG00000211859","TRAJ30"
"TRAJ31","TRAJ31","ENSG00000211858","TRAJ31"
"TRAJ32","TRAJ32","ENSG00000211857","TRAJ32"
"TRAJ33","TRAJ33","ENSG00000211856","TRAJ33"
"TRAJ34","TRAJ34","ENSG00000211855","TRAJ34"
"TRAJ35","TRAJ35","ENSG00000211854","TRAJ35"
"TRAJ36","TRAJ36","ENSG00000276699","TRAJ36"
"TRAJ37","TRAJ37","ENSG00000278661","TRAJ37"
"TRAJ38","TRAJ38","ENSG00000211851","TRAJ38"
"TRAJ39","TRAJ39","ENSG00000211850","TRAJ39"
"TRAJ4","TRAJ4","ENSG00000211885","TRAJ4"
"TRAJ40","TRAJ40","ENSG00000211849","TRAJ40"
"TRAJ41","TRAJ41","ENSG00000211848","TRAJ41"
"TRAJ42","TRAJ42","ENSG00000211847","TRAJ42"
"TRAJ43","TRAJ43","ENSG00000211846","TRAJ43"
"TRAJ44","TRAJ44","ENSG00000211845","TRAJ44"
"TRAJ45","TRAJ45","ENSG00000211844","TRAJ45"
"TRAJ46","TRAJ46","ENSG00000211843","TRAJ46"
"TRAJ47","TRAJ47","ENSG00000211842","TRAJ47"
"TRAJ48","TRAJ48","ENSG00000211841","TRAJ48"
"TRAJ49","TRAJ49","ENSG00000211840","TRAJ49"
"TRAJ5","TRAJ5","ENSG00000211884","TRAJ5"
"TRAJ50","TRAJ50","ENSG00000211839","TRAJ50"
"TRAJ51","TRAJ51","ENSG00000248366","TRAJ51"
"TRAJ52","TRAJ52","ENSG00000211838","TRAJ52"
"TRAJ53","TRAJ53","ENSG00000211837","TRAJ53"
"TRAJ54","TRAJ54","ENSG00000211836","TRAJ54"
"TRAJ55","TRAJ55","ENSG00000250688","TRAJ55"
"TRAJ56","TRAJ56","ENSG00000211835","TRAJ56"
"TRAJ57","TRAJ57","ENSG00000211834","TRAJ57"
"TRAJ58","TRAJ58","ENSG00000211833","TRAJ58"
"TRAJ59","TRAJ59","ENSG00000211832","TRAJ59"
"TRAJ6","TRAJ6","ENSG00000211883","TRAJ6"
"TRAJ60","TRAJ60","ENSG00000249446","TRAJ60"
"TRAJ61","TRAJ61","ENSG00000211831","TRAJ61"
"TRAJ7","TRAJ7","ENSG00000211882","TRAJ7"
"TRAJ8","TRAJ8","ENSG00000211881","TRAJ8"
"TRAJ9","TRAJ9","ENSG00000211880","TRAJ9"
"TRAK1","TRAK1","ENSG00000182606","TRAK1"
"TRAK2","TRAK2","ENSG00000115993","TRAK2"
"TRAM1","TRAM1","ENSG00000067167","TRAM1"
"TRAM1L1","TRAM1L1","ENSG00000174599","TRAM1L1"
"TRAM2","TRAM2","ENSG00000065308","TRAM2"
"TRAM2-AS1","TRAM2-AS1","ENSG00000225791","TRAM2-AS1"
"TRANK1","TRANK1","ENSG00000168016","TRANK1"
"TRAP1","TRAP1","ENSG00000126602","TRAP1"
"TRAPPC1","TRAPPC1","ENSG00000170043","TRAPPC1"
"TRAPPC10","TRAPPC10","ENSG00000160218","TRAPPC10"
"TRAPPC11","TRAPPC11","ENSG00000168538","TRAPPC11"
"TRAPPC12","TRAPPC12","ENSG00000171853","TRAPPC12"
"TRAPPC13","TRAPPC13","ENSG00000113597","TRAPPC13"
"TRAPPC2","TRAPPC2","ENSG00000196459","TRAPPC2"
"TRAPPC2B","TRAPPC2B","ENSG00000256060","TRAPPC2B"
"TRAPPC2L","TRAPPC2L","ENSG00000167515","TRAPPC2L"
"TRAPPC3","TRAPPC3","ENSG00000054116","TRAPPC3"
"TRAPPC3L","TRAPPC3L","ENSG00000173626","TRAPPC3L"
"TRAPPC4","TRAPPC4","ENSG00000196655","TRAPPC4"
"TRAPPC5","TRAPPC5","ENSG00000181029","TRAPPC5"
"TRAPPC6A","TRAPPC6A","ENSG00000007255","TRAPPC6A"
"TRAPPC6B","TRAPPC6B","ENSG00000182400","TRAPPC6B"
"TRAPPC8","TRAPPC8","ENSG00000153339","TRAPPC8"
"TRAPPC9","TRAPPC9","ENSG00000167632","TRAPPC9"
"TRARG1","TRARG1","ENSG00000184811","TRARG1"
"TRAT1","TRAT1","ENSG00000163519","TRAT1"
"TRAV1-1","TRAV1-1","ENSG00000255569","TRAV1-1"
"TRAV1-2","TRAV1-2","ENSG00000256553","TRAV1-2"
"TRAV10","TRAV10","ENSG00000211784","TRAV10"
"TRAV11","TRAV11","ENSG00000256474","TRAV11"
"TRAV12-1","TRAV12-1","ENSG00000211785","TRAV12-1"
"TRAV12-2","TRAV12-2","ENSG00000211789","TRAV12-2"
"TRAV12-3","TRAV12-3","ENSG00000211794","TRAV12-3"
"TRAV13-1","TRAV13-1","ENSG00000211788","TRAV13-1"
"TRAV13-2","TRAV13-2","ENSG00000211791","TRAV13-2"
"TRAV14DV4","TRAV14DV4","ENSG00000211792","TRAV14DV4"
"TRAV16","TRAV16","ENSG00000211796","TRAV16"
"TRAV17","TRAV17","ENSG00000211797","TRAV17"
"TRAV18","TRAV18","ENSG00000211798","TRAV18"
"TRAV19","TRAV19","ENSG00000211799","TRAV19"
"TRAV2","TRAV2","ENSG00000211776","TRAV2"
"TRAV20","TRAV20","ENSG00000211800","TRAV20"
"TRAV21","TRAV21","ENSG00000211801","TRAV21"
"TRAV22","TRAV22","ENSG00000211802","TRAV22"
"TRAV23DV6","TRAV23DV6","ENSG00000211803","TRAV23DV6"
"TRAV24","TRAV24","ENSG00000211805","TRAV24"
"TRAV25","TRAV25","ENSG00000211806","TRAV25"
"TRAV26-1","TRAV26-1","ENSG00000211807","TRAV26-1"
"TRAV26-2","TRAV26-2","ENSG00000211812","TRAV26-2"
"TRAV27","TRAV27","ENSG00000211809","TRAV27"
"TRAV28","TRAV28","ENSG00000258835","TRAV28"
"TRAV29DV5","TRAV29DV5","ENSG00000211810","TRAV29DV5"
"TRAV3","TRAV3","ENSG00000211777","TRAV3"
"TRAV30","TRAV30","ENSG00000259092","TRAV30"
"TRAV31","TRAV31","ENSG00000249048","TRAV31"
"TRAV32","TRAV32","ENSG00000258905","TRAV32"
"TRAV33","TRAV33","ENSG00000258812","TRAV33"
"TRAV34","TRAV34","ENSG00000211813","TRAV34"
"TRAV35","TRAV35","ENSG00000211814","TRAV35"
"TRAV36DV7","TRAV36DV7","ENSG00000211815","TRAV36DV7"
"TRAV38-1","TRAV38-1","ENSG00000211816","TRAV38-1"
"TRAV38-2DV8","TRAV38-2DV8","ENSG00000211817","TRAV38-2DV8"
"TRAV39","TRAV39","ENSG00000211818","TRAV39"
"TRAV4","TRAV4","ENSG00000211778","TRAV4"
"TRAV40","TRAV40","ENSG00000211819","TRAV40"
"TRAV41","TRAV41","ENSG00000211820","TRAV41"
"TRAV5","TRAV5","ENSG00000211779","TRAV5"
"TRAV6","TRAV6","ENSG00000211780","TRAV6"
"TRAV7","TRAV7","ENSG00000211781","TRAV7"
"TRAV8-1","TRAV8-1","ENSG00000211782","TRAV8-1"
"TRAV8-2","TRAV8-2","ENSG00000211786","TRAV8-2"
"TRAV8-3","TRAV8-3","ENSG00000211787","TRAV8-3"
"TRAV8-4","TRAV8-4","ENSG00000211790","TRAV8-4"
"TRAV8-6","TRAV8-6","ENSG00000211795","TRAV8-6"
"TRAV9-1","TRAV9-1","ENSG00000211783","TRAV9-1"
"TRAV9-2","TRAV9-2","ENSG00000211793","TRAV9-2"
"TRBC1","TRBC1","ENSG00000211751","TRBC1"
"TRBC2","TRBC2","ENSG00000211772","TRBC2"
"TRBD1","TRBD1","ENSG00000282431","TRBD1"
"TRBJ1-1","TRBJ1-1","ENSG00000282320","TRBJ1-1"
"TRBJ1-2","TRBJ1-2","ENSG00000282420","TRBJ1-2"
"TRBJ1-3","TRBJ1-3","ENSG00000282133","TRBJ1-3"
"TRBJ1-4","TRBJ1-4","ENSG00000281958","TRBJ1-4"
"TRBJ1-5","TRBJ1-5","ENSG00000282173","TRBJ1-5"
"TRBJ1-6","TRBJ1-6","ENSG00000282780","TRBJ1-6"
"TRBJ2-1","TRBJ2-1","ENSG00000211764","TRBJ2-1"
"TRBJ2-2","TRBJ2-2","ENSG00000211765","TRBJ2-2"
"TRBJ2-2P","TRBJ2-2P","ENSG00000211766","TRBJ2-2P"
"TRBJ2-3","TRBJ2-3","ENSG00000211767","TRBJ2-3"
"TRBJ2-4","TRBJ2-4","ENSG00000211768","TRBJ2-4"
"TRBJ2-5","TRBJ2-5","ENSG00000211769","TRBJ2-5"
"TRBJ2-6","TRBJ2-6","ENSG00000211770","TRBJ2-6"
"TRBJ2-7","TRBJ2-7","ENSG00000211771","TRBJ2-7"
"TRBV10-1","TRBV10-1","ENSG00000211717","TRBV10-1"
"TRBV10-2","TRBV10-2","ENSG00000229769","TRBV10-2"
"TRBV10-3","TRBV10-3","ENSG00000275791","TRBV10-3"
"TRBV11-1","TRBV11-1","ENSG00000211720","TRBV11-1"
"TRBV11-2","TRBV11-2","ENSG00000241657","TRBV11-2"
"TRBV11-3","TRBV11-3","ENSG00000276597","TRBV11-3"
"TRBV12-1","TRBV12-1","ENSG00000244661","TRBV12-1"
"TRBV12-2","TRBV12-2","ENSG00000211739","TRBV12-2"
"TRBV12-3","TRBV12-3","ENSG00000274752","TRBV12-3"
"TRBV12-4","TRBV12-4","ENSG00000276953","TRBV12-4"
"TRBV12-5","TRBV12-5","ENSG00000275158","TRBV12-5"
"TRBV13","TRBV13","ENSG00000276405","TRBV13"
"TRBV14","TRBV14","ENSG00000275743","TRBV14"
"TRBV15","TRBV15","ENSG00000276819","TRBV15"
"TRBV16","TRBV16","ENSG00000275243","TRBV16"
"TRBV17","TRBV17","ENSG00000277880","TRBV17"
"TRBV18","TRBV18","ENSG00000276557","TRBV18"
"TRBV19","TRBV19","ENSG00000211746","TRBV19"
"TRBV2","TRBV2","ENSG00000226660","TRBV2"
"TRBV20-1","TRBV20-1","ENSG00000211747","TRBV20-1"
"TRBV20OR9-2","TRBV20OR9-2","ENSG00000205274","TRBV20OR9-2"
"TRBV21-1","TRBV21-1","ENSG00000251578","TRBV21-1"
"TRBV21OR9-2","TRBV21OR9-2","ENSG00000183938","TRBV21OR9-2"
"TRBV22-1","TRBV22-1","ENSG00000240578","TRBV22-1"
"TRBV23-1","TRBV23-1","ENSG00000211749","TRBV23-1"
"TRBV23OR9-2","TRBV23OR9-2","ENSG00000229063","TRBV23OR9-2"
"TRBV24-1","TRBV24-1","ENSG00000211750","TRBV24-1"
"TRBV24OR9-2","TRBV24OR9-2","ENSG00000215206","TRBV24OR9-2"
"TRBV25-1","TRBV25-1","ENSG00000282499","TRBV25-1"
"TRBV25OR9-2","TRBV25OR9-2","ENSG00000240215","TRBV25OR9-2"
"TRBV26","TRBV26","ENSG00000249912","TRBV26"
"TRBV26OR9-2","TRBV26OR9-2","ENSG00000231165","TRBV26OR9-2"
"TRBV27","TRBV27","ENSG00000211752","TRBV27"
"TRBV28","TRBV28","ENSG00000211753","TRBV28"
"TRBV29-1","TRBV29-1","ENSG00000232869","TRBV29-1"
"TRBV29OR9-2","TRBV29OR9-2","ENSG00000223394","TRBV29OR9-2"
"TRBV3-1","TRBV3-1","ENSG00000237702","TRBV3-1"
"TRBV30","TRBV30","ENSG00000237254","TRBV30"
"TRBV4-1","TRBV4-1","ENSG00000211710","TRBV4-1"
"TRBV4-2","TRBV4-2","ENSG00000211745","TRBV4-2"
"TRBV5-1","TRBV5-1","ENSG00000211734","TRBV5-1"
"TRBV5-3","TRBV5-3","ENSG00000211715","TRBV5-3"
"TRBV5-4","TRBV5-4","ENSG00000230099","TRBV5-4"
"TRBV5-5","TRBV5-5","ENSG00000211725","TRBV5-5"
"TRBV5-6","TRBV5-6","ENSG00000211728","TRBV5-6"
"TRBV5-7","TRBV5-7","ENSG00000211731","TRBV5-7"
"TRBV6-1","TRBV6-1","ENSG00000211706","TRBV6-1"
"TRBV6-4","TRBV6-4","ENSG00000211713","TRBV6-4"
"TRBV6-5","TRBV6-5","ENSG00000211721","TRBV6-5"
"TRBV6-6","TRBV6-6","ENSG00000211724","TRBV6-6"
"TRBV6-7","TRBV6-7","ENSG00000253188","TRBV6-7"
"TRBV6-8","TRBV6-8","ENSG00000253534","TRBV6-8"
"TRBV7-1","TRBV7-1","ENSG00000211707","TRBV7-1"
"TRBV7-2","TRBV7-2","ENSG00000282939","TRBV7-2"
"TRBV7-3","TRBV7-3","ENSG00000211714","TRBV7-3"
"TRBV7-4","TRBV7-4","ENSG00000253409","TRBV7-4"
"TRBV7-5","TRBV7-5","ENSG00000227550","TRBV7-5"
"TRBV7-6","TRBV7-6","ENSG00000211727","TRBV7-6"
"TRBV7-7","TRBV7-7","ENSG00000253291","TRBV7-7"
"TRBV7-9","TRBV7-9","ENSG00000278030","TRBV7-9"
"TRBV8-1","TRBV8-1","ENSG00000243889","TRBV8-1"
"TRBV9","TRBV9","ENSG00000211716","TRBV9"
"TRBVA","TRBVA","ENSG00000239992","TRBVA"
"TRBVB","TRBVB","ENSG00000241911","TRBVB"
"TRDD1","TRDD1","ENSG00000223997","TRDD1"
"TRDD2","TRDD2","ENSG00000237235","TRDD2"
"TRDD3","TRDD3","ENSG00000228985","TRDD3"
"TRDJ1","TRDJ1","ENSG00000211825","TRDJ1"
"TRDJ2","TRDJ2","ENSG00000211827","TRDJ2"
"TRDJ3","TRDJ3","ENSG00000211828","TRDJ3"
"TRDJ4","TRDJ4","ENSG00000211826","TRDJ4"
"TRDMT1","TRDMT1","ENSG00000107614","TRDMT1"
"TRDN","TRDN","ENSG00000186439","TRDN"
"TRDV1","TRDV1","ENSG00000211804","TRDV1"
"TRDV2","TRDV2","ENSG00000211821","TRDV2"
"TRDV3","TRDV3","ENSG00000256590","TRDV3"
"TREH","TREH","ENSG00000118094","TREH"
"TREM1","TREM1","ENSG00000124731","TREM1"
"TREM2","TREM2","ENSG00000095970","TREM2"
"TREML1","TREML1","ENSG00000161911","TREML1"
"TREML2","TREML2","ENSG00000112195","TREML2"
"TREML4","TREML4","ENSG00000188056","TREML4"
"TRERF1","TRERF1","ENSG00000124496","TRERF1"
"TREX1","TREX1","ENSG00000213689","TREX1"
"TREX2","TREX2","ENSG00000183479","TREX2"
"TRG-AS1","TRG-AS1","ENSG00000281103","TRG-AS1"
"TRGC1","TRGC1","ENSG00000211689","TRGC1"
"TRGC2","TRGC2","ENSG00000227191","TRGC2"
"TRGJ1","TRGJ1","ENSG00000211690","TRGJ1"
"TRGJ2","TRGJ2","ENSG00000211687","TRGJ2"
"TRGJP","TRGJP","ENSG00000211691","TRGJP"
"TRGJP1","TRGJP1","ENSG00000211692","TRGJP1"
"TRGJP2","TRGJP2","ENSG00000211688","TRGJP2"
"TRGV1","TRGV1","ENSG00000211701","TRGV1"
"TRGV2","TRGV2","ENSG00000233306","TRGV2"
"TRGV3","TRGV3","ENSG00000211699","TRGV3"
"TRGV4","TRGV4","ENSG00000211698","TRGV4"
"TRGV5","TRGV5","ENSG00000211697","TRGV5"
"TRGV5P","TRGV5P","ENSG00000228668","TRGV5P"
"TRGV7","TRGV7","ENSG00000249978","TRGV7"
"TRGV8","TRGV8","ENSG00000211696","TRGV8"
"TRGV9","TRGV9","ENSG00000211695","TRGV9"
"TRH","TRH","ENSG00000170893","TRH"
"TRHDE","TRHDE","ENSG00000072657","TRHDE"
"TRHR","TRHR","ENSG00000174417","TRHR"
"TRIAP1","TRIAP1","ENSG00000170855","TRIAP1"
"TRIB1","TRIB1","ENSG00000173334","TRIB1"
"TRIB2","TRIB2","ENSG00000071575","TRIB2"
"TRIB3","TRIB3","ENSG00000101255","TRIB3"
"TRIL","TRIL","ENSG00000255690","TRIL"
"TRIM10","TRIM10","ENSG00000204613","TRIM10"
"TRIM11","TRIM11","ENSG00000154370","TRIM11"
"TRIM13","TRIM13","ENSG00000204977","TRIM13"
"TRIM14","TRIM14","ENSG00000106785","TRIM14"
"TRIM15","TRIM15","ENSG00000204610","TRIM15"
"TRIM16","TRIM16","ENSG00000221926","TRIM16"
"TRIM16L","TRIM16L","ENSG00000108448","TRIM16L"
"TRIM17","TRIM17","ENSG00000162931","TRIM17"
"TRIM2","TRIM2","ENSG00000109654","TRIM2"
"TRIM21","TRIM21","ENSG00000132109","TRIM21"
"TRIM22","TRIM22","ENSG00000132274","TRIM22"
"TRIM23","TRIM23","ENSG00000113595","TRIM23"
"TRIM24","TRIM24","ENSG00000122779","TRIM24"
"TRIM25","TRIM25","ENSG00000121060","TRIM25"
"TRIM26","TRIM26","ENSG00000234127","TRIM26"
"TRIM27","TRIM27","ENSG00000204713","TRIM27"
"TRIM28","TRIM28","ENSG00000130726","TRIM28"
"TRIM29","TRIM29","ENSG00000137699","TRIM29"
"TRIM3","TRIM3","ENSG00000110171","TRIM3"
"TRIM31","TRIM31","ENSG00000204616","TRIM31"
"TRIM31-AS1","TRIM31-AS1","ENSG00000231226","TRIM31-AS1"
"TRIM32","TRIM32","ENSG00000119401","TRIM32"
"TRIM33","TRIM33","ENSG00000197323","TRIM33"
"TRIM34","TRIM34","ENSG00000258659","TRIM34"
"TRIM35","TRIM35","ENSG00000104228","TRIM35"
"TRIM36","TRIM36","ENSG00000152503","TRIM36"
"TRIM37","TRIM37","ENSG00000108395","TRIM37"
"TRIM38","TRIM38","ENSG00000112343","TRIM38"
"TRIM39","TRIM39","ENSG00000204599","TRIM39"
"TRIM4","TRIM4","ENSG00000146833","TRIM4"
"TRIM40","TRIM40","ENSG00000204614","TRIM40"
"TRIM41","TRIM41","ENSG00000146063","TRIM41"
"TRIM42","TRIM42","ENSG00000155890","TRIM42"
"TRIM43","TRIM43","ENSG00000144015","TRIM43"
"TRIM43B","TRIM43B","ENSG00000144010","TRIM43B"
"TRIM44","TRIM44","ENSG00000166326","TRIM44"
"TRIM45","TRIM45","ENSG00000134253","TRIM45"
"TRIM46","TRIM46","ENSG00000163462","TRIM46"
"TRIM47","TRIM47","ENSG00000132481","TRIM47"
"TRIM48","TRIM48","ENSG00000150244","TRIM48"
